T2   1.11636 0.0111636
T4   0.907853 0.00907853
T6   0.761126 0.00761126
T8   0.657876 0.00657876
T10   0.585221 0.00585221
T12   0.534094 0.00534094
T14   0.498117 0.00498117
T16   0.4728 0.004728
