RE50Y0.0 0.0805 0.01 
RE50Y0.2 0.175 0.02 
RE50Y0.4 0.298 0.03
RE50Y0.6 0.374 0.03
RE50Y0.8 0.368 0.045
RE50Y1.0 0.401 0.05
