proton12.5	4.100762	0.008004
proton17.5	3.747313	0.007628
proton22.5	3.094156	0.006927
proton27.5	2.535703	0.006273
proton32.5	2.071953	0.005665
proton37.5	1.691773	0.005125
proton42.5	1.395164	0.004651
proton47.5	1.145714	0.004218
proton52.5	0.943425	0.003825
proton57.5	0.774285	0.003467
proton62.5	0.638293	0.003146
proton67.5	0.521824	0.002845
proton72.5	0.424879	0.002565
proton77.5	0.344687	0.002313
proton82.5	0.281250	0.002087
proton87.5	0.227922	0.001880
neutron12.5	5.316395	0.009109
neutron17.5	4.590406	0.008426
neutron22.5	3.584719	0.007435
neutron27.5	2.771883	0.006546
neutron32.5	2.151898	0.005758
neutron37.5	1.664644	0.005076
neutron42.5	1.310121	0.004496
neutron47.5	1.028781	0.003992
neutron52.5	0.820625	0.003561
neutron57.5	0.647899	0.003167
neutron62.5	0.510602	0.002808
neutron67.5	0.401961	0.002496
neutron72.5	0.321976	0.002231
neutron77.5	0.256441	0.001993
neutron82.5	0.205355	0.001782
neutron87.5	0.162445	0.001585
