T2   0.706753 0.00706753
T4   0.460139 0.00460139
T6   0.351184 0.00351184
T8   0.303047 0.00303047
T10   0.28178 0.0028178
T12   0.272384 0.00272384
T14   0.268233 0.00268233
T16   0.266399 0.00266399
