SN112EK42.5 1.00841 0.0131784
SN112EK47.5 0.959337 0.0121891
SN112EK52.5 0.913137 0.0162257
SN112EK57.5 0.867888 0.0162306
SN112EK62.5 0.823592 0.0252163
SN112EK67.5 0.784219 0.02554
SN112EK72.5 0.74977 0.0301347
SN112EK77.5 0.716653 0.0302538
SN112EK82.5 0.684865 0.0333058
SN112EK87.5 0.654611 0.0445453
SN124EK42.5 1.33856 0.0195417
SN124EK47.5 1.29513 0.0169766
SN124EK52.5 1.24695 0.0263249
SN124EK57.5 1.20001 0.0264725
SN124EK62.5 1.1543 0.0384228
SN124EK67.5 1.11066 0.0383916
SN124EK72.5 1.06908 0.0485479
SN124EK77.5 1.02414 0.0477644
SN124EK82.5 0.975827 0.0528304
SN124EK87.5 0.931854 0.0714409
DREK12.5 1.17392 0.00807197
DREK17.5 1.19768 0.0074559
DREK22.5 1.22317 0.00958814
DREK27.5 1.24836 0.00884803
DREK32.5 1.27324 0.0116899
DREK37.5 1.29979 0.0128561
DREK42.5 1.32802 0.0193657
DREK47.5 1.34992 0.0191039
DREK52.5 1.3655 0.0322919
DREK60.0 1.39183 0.0381458
DREK70.0 1.41973 0.0505576
DREK80.0 1.42799 0.0711456
DREK87.5 1.42687 0.0925075
