T2   0.696895 0.00696895
T4   0.466522 0.00466522
T6   0.319061 0.00319061
T8   0.224672 0.00224672
T10   0.164253 0.00164253
T12   0.12558 0.0012558
T14   0.100825 0.00100825
T16   0.0849794 0.000849794
