SN112EK42.5 1.00651 0.0120181
SN112EK47.5 0.968142 0.011116
SN112EK52.5 0.932898 0.0147971
SN112EK57.5 0.90011 0.0148017
SN112EK62.5 0.869779 0.0229962
SN112EK67.5 0.843107 0.0232914
SN112EK72.5 0.820093 0.0274816
SN112EK77.5 0.799134 0.0275902
SN112EK82.5 0.780231 0.0303735
SN112EK87.5 0.761665 0.0406235
SN124EK42.5 1.32414 0.0178212
SN124EK47.5 1.29968 0.015482
SN124EK52.5 1.27488 0.0240072
SN124EK57.5 1.25094 0.0241418
SN124EK62.5 1.22783 0.03504
SN124EK67.5 1.20822 0.0350115
SN124EK72.5 1.19208 0.0442737
SN124EK77.5 1.17422 0.0435592
SN124EK82.5 1.15464 0.0481791
SN124EK87.5 1.13698 0.0651511
DREK12.5 1.16514 0.0073613
DREK17.5 1.18521 0.00679947
DREK22.5 1.2075 0.00874398
DREK27.5 1.23217 0.00806903
DREK32.5 1.25922 0.0106607
DREK37.5 1.28721 0.0117242
DREK42.5 1.31615 0.0176607
DREK47.5 1.34258 0.017422
DREK52.5 1.36651 0.0294488
DREK60.0 1.39986 0.0347874
DREK70.0 1.4404 0.0461064
DREK80.0 1.4696 0.0648818
DREK87.5 1.48563 0.0843629
