T2   0.680949 0.00680949
T4   0.434211 0.00434211
T6   0.324936 0.00324936
T8   0.27654 0.0027654
T10   0.255106 0.00255106
T12   0.245614 0.00245614
T14   0.241409 0.00241409
T16   0.239548 0.00239548
