T2   1.01839 0.0101839
T4   0.799267 0.00799267
T6   0.651202 0.00651202
T8   0.551152 0.00551152
T10   0.483547 0.00483547
T12   0.437865 0.00437865
T14   0.406997 0.00406997
T16   0.38614 0.0038614
