T2   0.809717 0.00809717
T4   0.585756 0.00585756
T6   0.437635 0.00437635
T8   0.339674 0.00339674
T10   0.274886 0.00274886
T12   0.232037 0.00232037
T14   0.203698 0.00203698
T16   0.184956 0.00184956
