T2   1.02424 0.0102424
T4   0.776161 0.00776161
T6   0.641249 0.00641249
T8   0.567881 0.00567881
T10   0.527981 0.00527981
T12   0.506282 0.00506282
T14   0.494482 0.00494482
T16   0.488065 0.00488065
