SN112EK42.5 0.961991 0.0129702
SN112EK47.5 0.911352 0.0119966
SN112EK52.5 0.864774 0.0159693
SN112EK57.5 0.820283 0.0159742
SN112EK62.5 0.777879 0.0248179
SN112EK67.5 0.737091 0.0251365
SN112EK72.5 0.697919 0.0296586
SN112EK77.5 0.662471 0.0297758
SN112EK82.5 0.630746 0.0327796
SN112EK87.5 0.600615 0.0438415
SN124EK42.5 1.28307 0.0192329
SN124EK47.5 1.23393 0.0167084
SN124EK52.5 1.18216 0.025909
SN124EK57.5 1.13209 0.0260542
SN124EK62.5 1.08371 0.0378158
SN124EK67.5 1.03444 0.037785
SN124EK72.5 0.984262 0.0477809
SN124EK77.5 0.932112 0.0470098
SN124EK82.5 0.877983 0.0519957
SN124EK87.5 0.828838 0.0703122
DREK12.5 1.17524 0.00794444
DREK17.5 1.20327 0.00733811
DREK22.5 1.23242 0.00943665
DREK27.5 1.25908 0.00870823
DREK32.5 1.28324 0.0115052
DREK37.5 1.308 0.0126529
DREK42.5 1.33336 0.0190597
DREK47.5 1.35285 0.0188021
DREK52.5 1.36649 0.0317817
DREK60.0 1.38653 0.0375431
DREK70.0 1.40837 0.0497588
DREK80.0 1.40831 0.0700216
DREK87.5 1.3971 0.0910459
