proton12.5	5.260512	0.009062
proton17.5	4.593297	0.008432
proton22.5	3.633453	0.007491
proton27.5	2.859535	0.006655
proton32.5	2.271543	0.005924
proton37.5	1.801133	0.005284
proton42.5	1.448305	0.004733
proton47.5	1.164161	0.004250
proton52.5	0.948700	0.003833
proton57.5	0.767836	0.003451
proton62.5	0.621571	0.003102
proton67.5	0.503336	0.002795
proton72.5	0.413133	0.002530
proton77.5	0.336648	0.002285
proton82.5	0.273883	0.002060
proton87.5	0.221262	0.001852
neutron12.5	6.822324	0.010313
neutron17.5	5.754152	0.009424
neutron22.5	4.393082	0.008219
neutron27.5	3.322566	0.007162
neutron32.5	2.542606	0.006254
neutron37.5	1.934820	0.005469
neutron42.5	1.499211	0.004806
neutron47.5	1.157445	0.004232
neutron52.5	0.909524	0.003746
neutron57.5	0.711211	0.003318
neutron62.5	0.562508	0.002947
neutron67.5	0.442875	0.002619
neutron72.5	0.352312	0.002333
neutron77.5	0.278527	0.002077
neutron82.5	0.221520	0.001850
neutron87.5	0.175981	0.001652
