proton12.5	3.993117	0.007899
proton17.5	3.696610	0.007578
proton22.5	3.083047	0.006917
proton27.5	2.532977	0.006266
proton32.5	2.046398	0.005628
proton37.5	1.642637	0.005046
proton42.5	1.321692	0.004522
proton47.5	1.055617	0.004044
proton52.5	0.844414	0.003613
proton57.5	0.672238	0.003228
proton62.5	0.539090	0.002887
proton67.5	0.429340	0.002579
proton72.5	0.342988	0.002302
proton77.5	0.271308	0.002049
proton82.5	0.214301	0.001819
proton87.5	0.168961	0.001618
neutron12.5	5.153641	0.008973
neutron17.5	4.652797	0.008494
neutron22.5	3.775266	0.007645
neutron27.5	3.016500	0.006832
neutron32.5	2.376500	0.006057
neutron37.5	1.856277	0.005359
neutron42.5	1.455832	0.004739
neutron47.5	1.133160	0.004187
neutron52.5	0.888262	0.003701
neutron57.5	0.691333	0.003270
neutron62.5	0.542372	0.002893
neutron67.5	0.423516	0.002560
neutron72.5	0.334766	0.002273
neutron77.5	0.261497	0.002011
neutron82.5	0.203707	0.001772
neutron87.5	0.157676	0.001562
