RE35Y0.0       0.102384      0.0269573
RE35Y0.2       0.159481      0.0270113
RE35Y0.4       0.192836      0.0237931
RE35Y0.6       0.271385       0.024338
RE35Y0.8       0.254235      0.0294176
RE35Y1.0       0.413708      0.0285937
