T2   0.905438 0.00905438
T4   0.671668 0.00671668
T6   0.525002 0.00525002
T8   0.432983 0.00432983
T10   0.375251 0.00375251
T12   0.339031 0.00339031
T14   0.316306 0.00316306
T16   0.302048 0.00302048
