SN112EK42.5    0.882478  0.00380275
SN112EK47.5    0.838547    0.004006
SN112EK52.5     0.80249    0.004232
SN112EK57.5    0.770196    0.004483
SN112EK62.5    0.741664    0.004759
SN112EK67.5    0.713225  0.00504725
SN112EK72.5    0.684878  0.00534775
SN112EK77.5    0.657326  0.00566975
SN112EK82.5     0.63057  0.00601325
SN112EK87.5    0.606491    0.006396
SN124EK42.5     1.15614   0.0046325
SN124EK47.5     1.11941  0.00495175
SN124EK52.5     1.08729  0.00529925
SN124EK57.5     1.05385  0.00565225
SN124EK62.5     1.01908  0.00601075
SN124EK67.5     0.98849  0.00640725
SN124EK72.5    0.962067  0.00684175
SN124EK77.5    0.930524  0.00725425
SN124EK82.5    0.893861  0.00764475
SN124EK87.5    0.863434  0.00811725
DREK12.5     1.17003  0.00362839
DREK17.5     1.19615  0.00407264
DREK22.5     1.22376   0.0046838
DREK27.5     1.24534  0.00534039
DREK32.5      1.2609  0.00604242
DREK37.5     1.28291  0.00684767
DREK42.5     1.31136  0.00775613
DREK47.5     1.33558  0.00873027
DREK52.5     1.35557  0.00977009
DREK60.0     1.37133   0.0114372
DREK70.0     1.39591   0.0141226
DREK80.0     1.41664   0.0173625
DREK87.5     1.42394   0.0201787
