proton12.5	4.519953	0.008402
proton17.5	4.050949	0.007928
proton22.5	3.308566	0.007159
proton27.5	2.692996	0.006465
proton32.5	2.204238	0.005844
proton37.5	1.801230	0.005288
proton42.5	1.483973	0.004797
proton47.5	1.220368	0.004354
proton52.5	1.010414	0.003959
proton57.5	0.836672	0.003605
proton62.5	0.699141	0.003294
proton67.5	0.581215	0.003004
proton72.5	0.482894	0.002737
proton77.5	0.398519	0.002487
proton82.5	0.328090	0.002255
proton87.5	0.269246	0.002044
neutron12.5	5.963090	0.009643
neutron17.5	5.067797	0.008850
neutron22.5	3.927640	0.007779
neutron27.5	3.016542	0.006828
neutron32.5	2.334504	0.005997
neutron37.5	1.803320	0.005283
neutron42.5	1.422992	0.004687
neutron47.5	1.117981	0.004161
neutron52.5	0.888285	0.003704
neutron57.5	0.702836	0.003299
neutron62.5	0.561633	0.002946
neutron67.5	0.447437	0.002633
neutron72.5	0.360250	0.002360
neutron77.5	0.287562	0.002110
neutron82.5	0.229375	0.001883
neutron87.5	0.182804	0.001684
