T2   0.681295 0.00681295
T4   0.438436 0.00438436
T6   0.296484 0.00296484
T8   0.213512 0.00213512
T10   0.165015 0.00165015
T12   0.136668 0.00136668
T14   0.120099 0.00120099
T16   0.110414 0.00110414
