proton12.5	3.916938	0.007820
proton17.5	3.745258	0.007631
proton22.5	3.167836	0.007015
proton27.5	2.628726	0.006384
proton32.5	2.127930	0.005739
proton37.5	1.709906	0.005148
proton42.5	1.374656	0.004611
proton47.5	1.099875	0.004129
proton52.5	0.885562	0.003701
proton57.5	0.708605	0.003314
proton62.5	0.569004	0.002966
proton67.5	0.455922	0.002659
proton72.5	0.369359	0.002391
proton77.5	0.296043	0.002141
proton82.5	0.235972	0.001910
proton87.5	0.187156	0.001703
neutron12.5	5.157664	0.008977
neutron17.5	4.753621	0.008587
neutron22.5	3.874301	0.007746
neutron27.5	3.097664	0.006922
neutron32.5	2.423711	0.006114
neutron37.5	1.879964	0.005391
neutron42.5	1.466426	0.004755
neutron47.5	1.139160	0.004198
neutron52.5	0.898168	0.003723
neutron57.5	0.703426	0.003300
neutron62.5	0.554933	0.002927
neutron67.5	0.435207	0.002596
neutron72.5	0.344246	0.002306
neutron77.5	0.269871	0.002044
neutron82.5	0.212083	0.001809
neutron87.5	0.166141	0.001604
