T2   1.00904 0.0100904
T4   0.820848 0.00820848
T6   0.679966 0.00679966
T8   0.5745 0.005745
T10   0.495546 0.00495546
T12   0.436439 0.00436439
T14   0.392191 0.00392191
T16   0.359067 0.00359067
