T2   0.998284 0.00998284
T4   0.770939 0.00770939
T6   0.623048 0.00623048
T8   0.526842 0.00526842
T10   0.464258 0.00464258
T12   0.423546 0.00423546
T14   0.397062 0.00397062
T16   0.379834 0.00379834
