Ang10	6.37017
Ang11	6.2857
Ang12	6.18633
Ang13	6.08696
Ang14	5.93584
Ang15	5.76933
Ang16	5.58163
Ang17	5.3933
Ang18	5.19859
Ang19	5.00388
Ang20	4.80593
Ang21	4.5764
Ang22	4.29093
Ang23	4.04872
Ang24	3.79862
Ang25	3.51694
Ang26	3.23005
Ang27	2.93157
Ang28	2.6411
Ang29	2.38071
Ang30	2.12696
Ang31	1.92687
Ang32	1.72679
Ang33	1.53487
Ang34	1.34838
Ang35	1.24231
Ang36	1.14323
Ang37	1.04367
Ang38	0.896536
Ang39	0.757319
Ang40	0.620741
Ang41	0.475973
Ang42	0.330088
Ang43	0.171558
Ang44	-0.0533629
Ang45	-0.252267
Ang46	-0.422988
Ang47	-0.58982
Ang48	-0.737671
Ang49	-0.887712
Ang50	-1.06292
Ang51	-1.21233
Ang52	-1.25856
Ang53	-1.30479
Ang54	-1.35101
Ang55	-1.38399
Ang56	-1.41014
Ang57	-1.43628
Ang58	-1.46322
Ang59	-1.49042
Ang60	-1.51763
Ang61	-1.56648
Ang62	-1.61945
Ang63	-1.68362
Ang64	-1.76951
Ang65	-1.85541
Ang66	-1.94131
Ang67	-2.0423
Ang68	-2.14329
Ang69	-2.24428
Ang70	-2.38943
Ang71	-2.57863
Ang72	-2.72555
Ang73	-2.88687
Ang74	-3.05378
Ang75	-3.2207
Ang76	-3.38681
Ang77	-3.5515
Ang78	-3.71618
Ang79	-3.88087
Ang80	-4.12801
Ang81	-4.37516
Ang82	-4.59646
Ang83	-4.78862
Ang84	-4.98078
Ang85	-5.15029
Ang86	-5.29972
Ang87	-5.44915
Ang88	-5.58928
Ang89	-5.68398
Ang90	-5.77869
Ang91	-5.86242
Ang92	-5.91323
Ang93	-5.96403
Ang94	-6.01484
Ang95	-6.08452
Ang96	-6.15606
Ang97	-6.22761
Ang98	-6.29916
Ang99	-6.37071
Ang100	-6.48663
Ang101	-6.60749
Ang102	-6.72834
Ang103	-6.8492
Ang104	-6.97006
Ang105	-7.13842
Ang106	-7.31389
Ang107	-7.48935
Ang108	-7.66481
Ang109	-7.84114
Ang110	-8.0452
Ang111	-8.24926
Ang112	-8.45332
Ang113	-8.65738
Ang114	-8.80064
Ang115	-8.90503
Ang116	-9.00942
Ang117	-9.11381
Ang118	-9.20348
Ang119	-9.23778
Ang120	-9.27208
Ang121	-9.30638
Ang122	-9.34024
Ang123	-9.36339
Ang124	-9.38655
Ang125	-9.4097
Ang126	-9.43286
Ang127	-9.45601
Ang128	-9.49533
Ang129	-9.59545
Ang130	-9.69557
Ang131	-9.79569
Ang132	-9.89581
Ang133	-10.0265
Ang134	-10.205
Ang135	-10.3834
Ang136	-10.5619
Ang137	-10.557
Ang138	-10.4297
Ang139	-10.3047
