RE50Y0.0 0.0025001 0.037353
RE50Y0.2 0.132357 0.0373007
RE50Y0.4 0.251337 0.0387258
RE50Y0.6 0.305914 0.0357916
RE50Y0.8 0.364094 0.0403706
RE50Y1.0 0.420491 0.0399759
