proton12.5	3.570406	0.007465
proton17.5	3.480043	0.007361
proton22.5	3.022254	0.006859
proton27.5	2.579164	0.006331
proton32.5	2.150773	0.005777
proton37.5	1.780660	0.005258
proton42.5	1.468824	0.004772
proton47.5	1.205988	0.004327
proton52.5	0.992152	0.003921
proton57.5	0.814152	0.003555
proton62.5	0.671988	0.003228
proton67.5	0.550320	0.002922
proton72.5	0.449148	0.002638
proton77.5	0.364515	0.002378
proton82.5	0.296422	0.002143
proton87.5	0.239465	0.001927
neutron12.5	4.770672	0.008633
neutron17.5	4.316488	0.008180
neutron22.5	3.480090	0.007338
neutron27.5	2.766364	0.006543
neutron32.5	2.175308	0.005794
neutron37.5	1.699824	0.005129
neutron42.5	1.339910	0.004548
neutron47.5	1.053891	0.004040
neutron52.5	0.841765	0.003607
neutron57.5	0.667820	0.003216
neutron62.5	0.532055	0.002867
neutron67.5	0.422043	0.002557
neutron72.5	0.337785	0.002285
neutron77.5	0.268148	0.002037
neutron82.5	0.213133	0.001815
neutron87.5	0.168207	0.001614
