RE35Y0.0 0.112584 0.061537
RE35Y0.2 0.184685 0.051789
RE35Y0.4 0.237766 0.050062
RE35Y0.6 0.300324 0.0592688
RE35Y0.8 0.418018 0.0639178
RE35Y1.0 0.43214 0.0704137
