proton12.5	3.266090	0.007138
proton17.5	3.201152	0.007060
proton22.5	2.796395	0.006598
proton27.5	2.381946	0.006080
proton32.5	1.957804	0.005509
proton37.5	1.597980	0.004979
proton42.5	1.302473	0.004492
proton47.5	1.050711	0.004035
proton52.5	0.842696	0.003610
proton57.5	0.672649	0.003229
proton62.5	0.540570	0.002891
proton67.5	0.431328	0.002585
proton72.5	0.344922	0.002309
proton77.5	0.271906	0.002051
proton82.5	0.212282	0.001809
proton87.5	0.164938	0.001598
neutron12.5	4.248457	0.008148
neutron17.5	3.936844	0.007819
neutron22.5	3.252156	0.007102
neutron27.5	2.634254	0.006386
neutron32.5	2.083137	0.005671
neutron37.5	1.633426	0.005027
neutron42.5	1.285121	0.004453
neutron47.5	1.002707	0.003938
neutron52.5	0.786184	0.003483
neutron57.5	0.611875	0.003077
neutron62.5	0.479781	0.002721
neutron67.5	0.374039	0.002406
neutron72.5	0.294648	0.002133
neutron77.5	0.229551	0.001884
neutron82.5	0.178746	0.001660
neutron87.5	0.138379	0.001463
