proton12.5	3.469008	0.007359
proton17.5	3.353359	0.007224
proton22.5	2.883359	0.006697
proton27.5	2.438300	0.006154
proton32.5	2.018184	0.005595
proton37.5	1.654887	0.005066
proton42.5	1.348410	0.004570
proton47.5	1.092664	0.004117
proton52.5	0.887649	0.003707
proton57.5	0.722036	0.003348
proton62.5	0.595824	0.003040
proton67.5	0.487047	0.002749
proton72.5	0.395703	0.002475
proton77.5	0.319906	0.002228
proton82.5	0.259656	0.002005
proton87.5	0.209656	0.001803
neutron12.5	4.611504	0.008489
neutron17.5	4.248734	0.008119
neutron22.5	3.470765	0.007332
neutron27.5	2.786593	0.006567
neutron32.5	2.196218	0.005822
neutron37.5	1.718660	0.005157
neutron42.5	1.353918	0.004571
neutron47.5	1.059730	0.004049
neutron52.5	0.836097	0.003592
neutron57.5	0.656679	0.003189
neutron62.5	0.521476	0.002838
neutron67.5	0.410984	0.002522
neutron72.5	0.325203	0.002241
neutron77.5	0.256024	0.001991
neutron82.5	0.203445	0.001773
neutron87.5	0.159593	0.001571
