proton12.5	5.254192	0.009056
proton17.5	4.586699	0.008429
proton22.5	3.649411	0.007509
proton27.5	2.890172	0.006691
proton32.5	2.308985	0.005975
proton37.5	1.840969	0.005343
proton42.5	1.486125	0.004796
proton47.5	1.198445	0.004312
proton52.5	0.977930	0.003892
proton57.5	0.794156	0.003510
proton62.5	0.647125	0.003166
proton67.5	0.525527	0.002856
proton72.5	0.429363	0.002579
proton77.5	0.349031	0.002327
proton82.5	0.284531	0.002099
proton87.5	0.231398	0.001895
neutron12.5	6.810524	0.010296
neutron17.5	5.616746	0.009305
neutron22.5	4.225895	0.008053
neutron27.5	3.159317	0.006984
neutron32.5	2.417012	0.006097
neutron37.5	1.844797	0.005342
neutron42.5	1.442671	0.004717
neutron47.5	1.126062	0.004176
neutron52.5	0.894969	0.003719
neutron57.5	0.708519	0.003313
neutron62.5	0.566715	0.002960
neutron67.5	0.451156	0.002644
neutron72.5	0.361844	0.002365
neutron77.5	0.289208	0.002117
neutron82.5	0.233247	0.001900
neutron87.5	0.187117	0.001703
