SN112EK42.5 0.985289 0.0128877
SN112EK47.5 0.934387 0.0119202
SN112EK52.5 0.886924 0.0158677
SN112EK57.5 0.84102 0.0158726
SN112EK62.5 0.796674 0.02466
SN112EK67.5 0.755848 0.0249766
SN112EK72.5 0.718544 0.0294699
SN112EK77.5 0.683054 0.0295863
SN112EK82.5 0.649378 0.032571
SN112EK87.5 0.618384 0.0435626
SN124EK42.5 1.31236 0.0191106
SN124EK47.5 1.26472 0.0166021
SN124EK52.5 1.21359 0.0257441
SN124EK57.5 1.16329 0.0258884
SN124EK62.5 1.11383 0.0375752
SN124EK67.5 1.065 0.0375446
SN124EK72.5 1.0168 0.0474768
SN124EK77.5 0.967313 0.0467107
SN124EK82.5 0.916538 0.0516649
SN124EK87.5 0.869033 0.0698647
DREK12.5 1.17498 0.00789388
DREK17.5 1.20117 0.00729141
DREK22.5 1.22857 0.0093766
DREK27.5 1.25476 0.00865282
DREK32.5 1.27971 0.011432
DREK37.5 1.30548 0.0125724
DREK42.5 1.33207 0.0189385
DREK47.5 1.35283 0.0186825
DREK52.5 1.36774 0.0315794
DREK60.0 1.38997 0.0373042
DREK70.0 1.41165 0.0494422
DREK80.0 1.41762 0.069576
DREK87.5 1.41347 0.0904665
