T2   0.909221 0.00909221
T4   0.659332 0.00659332
T6   0.537024 0.00537024
T8   0.477161 0.00477161
T10   0.44786 0.0044786
T12   0.433519 0.00433519
T14   0.4265 0.004265
T16   0.423064 0.00423064
