SN112EK42.5 0.979964 0.004689
SN112EK47.5 0.939043 0.00502475
SN112EK52.5 0.901004 0.00538825
SN112EK57.5 0.868063 0.0058085
SN112EK62.5 0.840219 0.0062855
SN112EK67.5 0.81322 0.006789
SN112EK72.5 0.787067 0.007319
SN112EK77.5 0.76196 0.00791625
SN112EK82.5 0.737901 0.00858075
SN124EK42.5 1.28623 0.00580675
SN124EK47.5 1.25293 0.0063165
SN124EK52.5 1.22031 0.0068535
SN124EK57.5 1.19437 0.007475
SN124EK62.5 1.17513 0.008181
SN124EK67.5 1.15688 0.00895725
SN124EK72.5 1.13963 0.00980375
SN124EK77.5 1.11409 0.010638
SN124EK82.5 1.08025 0.01146
SN124EK87.5 1.0606 0.012574
DREK12.5 1.18832 0.00446015
DREK17.5 1.2038 0.0046939
DREK22.5 1.22181 0.00521191
DREK27.5 1.24281 0.00587716
DREK32.5 1.2668 0.00668966
DREK37.5 1.2903 0.00762272
DREK42.5 1.3133 0.00867635
DREK47.5 1.33487 0.00985541
DREK52.5 1.35502 0.0111599
DREK60.0 1.38781 0.0135004
DREK70.0 1.43589 0.017336
DREK80.0 1.46308 0.0218971
DREK87.5 1.47254 0.026008
