T2   0.768328 0.00768328
T4   0.571547 0.00571547
T6   0.427761 0.00427761
T8   0.322697 0.00322697
T10   0.245928 0.00245928
T12   0.189833 0.00189833
T14   0.148845 0.00148845
T16   0.118896 0.00118896
