T2   0.944269 0.00944269
T4   0.749423 0.00749423
T6   0.606241 0.00606241
T8   0.501024 0.00501024
T10   0.423705 0.00423705
T12   0.366887 0.00366887
T14   0.325134 0.00325134
T16   0.294452 0.00294452
