Ang10	7.43752
Ang11	7.39863
Ang12	7.35973
Ang13	7.32083
Ang14	7.28194
Ang15	7.23377
Ang16	7.15783
Ang17	7.08188
Ang18	6.94312
Ang19	6.78452
Ang20	6.62777
Ang21	6.53083
Ang22	6.43388
Ang23	6.33693
Ang24	6.23998
Ang25	6.14304
Ang26	6.05533
Ang27	5.97616
Ang28	5.89699
Ang29	5.81783
Ang30	5.73866
Ang31	5.65949
Ang32	5.58032
Ang33	5.50115
Ang34	5.42198
Ang35	5.34281
Ang36	5.23107
Ang37	5.11933
Ang38	5.00759
Ang39	4.89585
Ang40	4.78411
Ang41	4.66254
Ang42	4.54012
Ang43	4.41771
Ang44	4.29529
Ang45	4.17287
Ang46	4.05045
Ang47	3.92804
Ang48	3.80562
Ang49	3.6832
Ang50	3.56078
Ang51	3.40738
Ang52	3.25016
Ang53	3.09293
Ang54	2.93571
Ang55	2.77848
Ang56	2.62125
Ang57	2.46403
Ang58	2.3068
Ang59	2.14957
Ang60	1.99235
Ang61	2.05715
Ang62	2.1494
Ang63	2.24165
Ang64	2.3339
Ang65	2.42615
Ang66	2.51839
Ang67	2.61064
Ang68	2.70289
Ang69	2.79514
Ang70	2.88739
Ang71	2.97964
Ang72	3.07188
Ang73	3.16413
Ang74	3.24331
Ang75	3.30653
Ang76	3.36974
Ang77	3.43295
Ang78	3.49616
Ang79	3.55938
Ang80	3.62259
Ang81	3.6858
Ang82	3.74901
Ang83	3.81223
Ang84	3.86621
Ang85	3.90577
Ang86	3.94533
Ang87	3.98489
Ang88	4.02445
Ang89	4.06401
Ang90	4.10357
Ang91	4.14313
Ang92	4.16001
Ang93	4.17689
Ang94	4.19377
Ang95	4.21065
Ang96	4.22752
Ang97	4.2444
Ang98	4.26128
Ang99	4.27816
Ang100	4.29504
Ang101	4.31191
Ang102	4.32879
Ang103	4.32769
Ang104	4.3046
Ang105	4.28151
Ang106	4.25843
Ang107	4.23534
Ang108	4.21226
Ang109	4.18917
Ang110	4.16608
Ang111	4.143
Ang112	4.11991
Ang113	4.09683
Ang114	4.07374
Ang115	4.05065
Ang116	4.02757
Ang117	3.99069
Ang118	3.92449
Ang119	3.85829
Ang120	3.7921
Ang121	3.7259
Ang122	3.65971
Ang123	3.59351
Ang124	3.52731
Ang125	3.46112
Ang126	3.39492
Ang127	3.33248
Ang128	3.27349
Ang129	3.2145
Ang130	3.15551
Ang131	3.09652
Ang132	3.03753
Ang133	2.97855
Ang134	2.91956
Ang135	2.86057
Ang136	2.79627
Ang137	2.73169
Ang138	2.66711
Ang139	2.60253
