T2   1.11316 0.0111316
T4   0.914745 0.00914745
T6   0.770472 0.00770472
T8   0.665569 0.00665569
T10   0.589292 0.00589292
T12   0.533829 0.00533829
T14   0.493501 0.00493501
T16   0.464178 0.00464178
