SN112EK42.5     1.04327  0.00475075
SN112EK47.5     1.00354  0.00513725
SN112EK52.5    0.969797  0.00556375
SN112EK57.5    0.933462   0.0059885
SN112EK62.5    0.894539   0.0064115
SN112EK67.5    0.859917    0.006876
SN112EK72.5    0.829598    0.007382
SN112EK77.5    0.800063  0.00794175
SN112EK82.5    0.771314  0.00855525
SN112EK87.5    0.740171  0.00914875
SN124EK42.5     1.39695  0.00600125
SN124EK47.5     1.37213  0.00660725
SN124EK52.5     1.34878  0.00725775
SN124EK57.5     1.32106  0.00791575
SN124EK62.5     1.28894  0.00858125
SN124EK67.5     1.25678  0.00929425
SN124EK72.5     1.22456   0.0100547
SN124EK77.5     1.18933   0.0108612
SN124EK82.5      1.1511   0.0117138
SN124EK87.5     1.11129   0.0125582
DREK12.5     1.17073   0.0035703
DREK17.5     1.19703  0.00402908
DREK22.5      1.2242  0.00469465
DREK27.5     1.25132  0.00546066
DREK32.5     1.27841  0.00632712
DREK37.5     1.30799  0.00731641
DREK42.5     1.34007  0.00842852
DREK47.5     1.36787  0.00965053
DREK52.5      1.3914   0.0109824
DREK60.0     1.42888   0.0133236
DREK70.0     1.46919   0.0169552
DREK80.0     1.48963   0.0213277
DREK87.5     1.50183   0.0252571
